house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
Rumah Baru di Summarecon Bandung Cluster Dayana ,"Gede Bage, Bandung",2,2,1,1350000000,66,55
Rumah Smarthome Dekat Kampus Stfb Di Bumi Panyileukan Bandung Kpr,"Gede Bage, Bandung",3,2,0,672000000,60,68
Rumah Baru Konsep Terbaru New Normal Summarecon Bandung,"Gede Bage, Bandung",4,3,0,2850000000,120,137
Rumah Nyaman Murah Siap Huni di Cidurian Selatan Gedebage,"Gede Bage, Bandung",3,2,2,755000000,218,128
Rumah Sumarecon 2 Lantai ,"Gede Bage, Bandung",2,1,1,2800000000,128,133
Rumah Siap Huni di Summarecon Cluster Amanda ,"Gede Bage, Bandung",2,2,0,2900000000,128,133
Rumah full renovasi di Summarecon bandung cluster dayana SHM Bagus,"Gede Bage, Bandung",2,2,1,1700000000,77,105
Rumah cantik di cluster Btari Summarecon Bandung,"Gede Bage, Bandung",4,3,2,3400000000,162,182
"Rumah Cluster Btari Summarecon Bandung Type Premium Bandung, Jawa Barat","Gede Bage, Bandung",4,3,1,5450000000,305,216
Dijual Cepat Rumah 1 Lantai Termurah 500jutaan di Bumi Adipura,"Gede Bage, Bandung",2,1,1,550000000,90,70
For Sale Rumah Di Adipura Palem Gedebage Kota Bandung,"Gede Bage, Bandung",2,2,0,750000000,90,75
Rumah 2 lantai di Riung Bandung dekat ke Summarecon & Al Jabbar,"Gede Bage, Bandung",4,2,1,1200000000,118,120
"Rumah Murah Furnish di Komplek Bumi Adipura Gedebage, Bandung","Gede Bage, Bandung",4,2,1,990000000,90,120
Rumah murah terawat siap huni di buana soeta gedebage bandung timur,"Gede Bage, Bandung",4,3,1,1300000000,130,200
"Rumah Bagus Unfurnished SHM di Summarecon Bandung Clsuter Genova Dekat Ke Al Jabar, Bandung","Gede Bage, Bandung",4,3,2,2600000000,135,142
Rumah Mewah 2 Lantai Summarecon Gedebage Bandung Dekat Al Jabar Akses Tol Mudah Siap Huni,"Gede Bage, Bandung",4,1,2,2600000000,135,142
Dijual Murah Rumah Siap Huni Di Komplek Dekat Summarecon Mall,"Gede Bage, Bandung",2,1,1,650000000,90,60
Dijual Rumah Modern Fiona Summarecon Bandung,"Gede Bage, Bandung",3,2,2,2000000000,90,75
Jual Rumah Murah 2 Lantai di Komp. Bumi Adipura Bandung,"Gede Bage, Bandung",3,1,1,750000000,72,89
Rumah 3 Lantai Bagus SHM di komplek Adipura Gede bage Bandung,"Gede Bage, Bandung",4,2,0,950000000,84,180
Jual Rumah tinggal  di Summarecon,"Gede Bage, Bandung",2,2,0,1350000000,66,54
Rumah sumarecon cluster dayana 2 lantai,"Gede Bage, Bandung",2,2,1,1200000000,77,62
Rumah  Bandung dekat dengan pusat kota harga mulai 175jt,"Gede Bage, Bandung",2,1,1,175000000,55,40
Rumah Siap Hunibdi Komplek Gedebage Bandung,"Gede Bage, Bandung",3,3,0,1300000000,90,86
Dijual Rumah Murah selangkah ke Summarecon & Mesjid Al Jabar Di Griya Cempaka Arum Bandung,"Gede Bage, Bandung",3,2,1,790000000,92,130
Rumah Potensi Passive Income Di Summarecon Yang Apik Menarik Jangan Cuma Dilirik Yuk Segera Miliki...,"Gede Bage, Bandung",2,2,0,1900000000,117,100
Rumah Potensi Passive Income Di Summarecon Yang Apik Menarik Jangan Cuma Dilirik Yuk Segera Miliki...,"Gede Bage, Bandung",2,2,0,1900000000,117,100
Jual Cepat Rumah Minimais di Riung Bandung ,"Gede Bage, Bandung",2,1,1,525000000,60,60
"Rumah Baru Minimalis 2 Lantai Gede Bage, Bandung","Gede Bage, Bandung",4,2,0,1250000000,127,1126
Dijual Rumah Cantik Minimalis Siap Huni di Flora Summarecon,"Gede Bage, Bandung",4,2,0,2200000000,105,97
Dijual Rumah Baru Summarecon ,"Gede Bage, Bandung",2,2,0,1600000000,105,75
Mewah Mempesona Rumah Furnish Dijual di Summarecon Emmely Bandung,"Gede Bage, Bandung",5,5,2,6700000000,232,252
rumah di Summarecon Bandung lokasi elite dan nyaman ,"Gede Bage, Bandung",4,4,1,2500000000,128,133
Rumah Baru Summarecon Bandung Btari 9 Premium,"Gede Bage, Bandung",4,3,0,5350000000,162,210
Rumah 2 Lantai Summarecon Bandung Cluster Dayana,"Gede Bage, Bandung",3,2,0,2250000000,105,130
Rumah Terawat Nyaman Dan Aman di Summarecon Cluster Dayana,"Gede Bage, Bandung",4,3,0,2300000000,132,130
Dijual Rumah Baru 2 Lantai Siap Huni di Summarecon Cluster Cynthia,"Gede Bage, Bandung",2,2,0,1780000000,105,77
Dijual Rumah Posisi Hoek Siap Huni di Summarecon Cluster Cynthia,"Gede Bage, Bandung",2,2,0,3100000000,163,77
Rumah Baru 2 Unit di Riung Bandung Dekat Jalan Soekarno Hatta,"Gede Bage, Bandung",3,2,0,1250000000,107,103
Cepat Rumah Hunian Nyaman Dan Asri Lokasi Strategis di Bandung,"Gede Bage, Bandung",2,2,1,1250000000,66,66
Rumah Nyaman 2 Lantai Lokasi di Bandung,"Gede Bage, Bandung",3,3,1,2700000000,120,144
Dijual Rumah Hunian Full Furnished Minimalis Modern Nyaman Dan Asri Lokasi di Summarecon Bandung ,"Gede Bage, Bandung",3,2,0,2500000000,105,115
Rumah Hunian Full Furnish Siap Huni Lokasi di Bandung,"Gede Bage, Bandung",4,3,1,2700000000,120,130
Rumah 2 Lantai Luas Dan Nyaman di Komplek Bumi Adipura Gedebage Bandung,"Gede Bage, Bandung",6,3,1,2250000000,238,230
FOR SALE RUMAH MURAH BAGUS RUMAH DI SUMARECON BANDUNG,"Gede Bage, Bandung",2,2,0,1700000000,105,80
Rumah 2 Lantai Masih Baru dan Sudah Renovasi Cluster Dayana Summarecon,"Gede Bage, Bandung",2,2,1,1750000000,77,105
Rumah 2 Lantai Masih Baru dan Sudah Renovasi di Cluster Dayana Summarecon,"Gede Bage, Bandung",2,2,1,1750000000,77,105
Rumah di Summarecon Cluster Flora Full Furnished ,"Gede Bage, Bandung",4,2,0,2800000000,105,104
Rumah di di Komplek adiputra gede bage Bandung,"Gede Bage, Bandung",2,1,0,800000000,105,48
Rumah Luas Siap Huni di sayap Soekarno Hatta,"Gede Bage, Bandung",5,3,0,3300000000,450,550
Rumah Terawat Minimalis 2 Lantai di Griya Cempaka Arum Gedebage Bandung ,"Gede Bage, Bandung",3,3,1,900000000,175,250
Rumah Hook Luas Siap Huni di Riung Bandung ,"Gede Bage, Bandung",3,2,0,2500000000,280,500
Jarang Ada Rumah Murah Di Summarecon Bandung Gedebage,"Gede Bage, Bandung",3,3,1,1200000000,66,54
Rumah 2 Lantai Luas Dan Nyaman di Komplek Bumi Adipura Gedebage Bandung,"Gede Bage, Bandung",6,3,1,2250000000,238,230
Rumah 2 Lantai Siap Huni di Komplek Bumi Adipura Gedebage Bandung,"Gede Bage, Bandung",2,1,0,1000000000,90,120
Dijual Rumah Di Summarecon Bandung,"Gede Bage, Bandung",4,3,0,2800000000,105,130
Dijual Rumah Siap Huni Di Summarecon Bandung (shne),"Gede Bage, Bandung",2,2,0,2500000000,105,69
Dijual Rumah Baru Summarecon ,"Gede Bage, Bandung",2,2,0,1700000000,105,75
Rumah bagus di Sumarrecon Bandung,"Gede Bage, Bandung",2,2,1,1670000000,105,75
Rumah baru 2 lantai minimalis cluster dayana Summarecon  bandung ,"Gede Bage, Bandung",2,2,1,1700000000,109,62
Rumah  baru 2 lantai modern cluster dayana Summarecon bandung ,"Gede Bage, Bandung",2,2,1,1850000000,117,77
"Yang Lagi Viral di Bandung, Rumah Mewah Jual di Summarecon Emelly","Gede Bage, Bandung",5,5,2,6700000000,232,252
Hitung Tanah Rumah Jl Rancaboang Sebrang Summarecon Bandung,"Gede Bage, Bandung",3,1,0,800000000,116,90
Rumah Baru dekat Summarecon Mall Bandung Timur ,"Gede Bage, Bandung",2,1,1,1240000000,135,49
DIJUAL RUMAH MINIMALIS SIAP HUNI STRATEGIS,"Gede Bage, Bandung",4,4,1,1000000000,147,118
Rumah Istimewa Cluster Flora Summarecon Bandung,"Gede Bage, Bandung",3,2,1,2660000000,105,115
Rumah di Summarecon Bandung Full Furnished,"Gede Bage, Bandung",5,4,4,6700000000,232,252
Dijual Rumah Hunian Full Furnished Minimalis Modern Nyaman Dan Asri Lokasi di Summarecon Bandung ,"Gede Bage, Bandung",3,2,1,2500000000,105,115
Rumah Hunian Full Furnish Siap Huni Lokasi di Bandung,"Gede Bage, Bandung",4,3,1,2700000000,120,130
Rumah Nyaman 2 Lantai Lokasi di Bandung,"Gede Bage, Bandung",3,3,1,2700000000,120,144
Cepat Rumah Hunian Nyaman Dan Asri Lokasi Strategis di Bandung,"Gede Bage, Bandung",2,2,1,1250000000,66,66
Rumh di Gedebage Cantik Bisa Over Kredit,"Gede Bage, Bandung",2,1,1,650000000,84,54
Dijual Rumah Minimalis Modern Di Chintya Summarecon Bandung,"Gede Bage, Bandung",4,4,0,2390000000,105,150
Dijual Rumah Minimalis Modern Di Dayana Summarecon Bandung,"Gede Bage, Bandung",0,0,0,1400000000,66,62
Dijual Rumah Luxury Full Furnished Di Emily Summarecon Bandung,"Gede Bage, Bandung",4,3,1,7000000000,228,252
Dijual Rumah Baru Minimalis Murah di Gedebage Bandung,"Gede Bage, Bandung",2,1,0,450000000,72,45
Dijual Rumah Mewah Modern Murah di Btari Summarecon Bandung,"Gede Bage, Bandung",3,2,1,2900000000,162,124
Dijual Rumah Minimalis di Dayana Summarecon Bandung,"Gede Bage, Bandung",2,2,0,1250000000,66,62
Dijual Murah Rumah Minimalis Dayana Summarecon Bandung,"Gede Bage, Bandung",2,2,0,1200000000,66,66
Dijual Rumah Modern Freya Summarecon Bandung,"Gede Bage, Bandung",4,2,0,2250000000,105,97
Dijual Rumah Minimalis Dayana Summarecon Bandung,"Gede Bage, Bandung",4,3,0,2300000000,132,130
Jual Butuh Rumah Murah di Bumi Adipura Gedebage,"Gede Bage, Bandung",3,2,2,875000000,187,100
Cluster Amanda Summarecon Bandung,"Gede Bage, Bandung",2,1,1,2550000000,128,133
Rumah terawat siap huni di Adipura rancabolang ,"Gede Bage, Bandung",2,1,1,595000000,84,75
Dijual Rumah Lux Furnished Murah di Btari Summarecon Bandung,"Gede Bage, Bandung",3,2,1,2800000000,162,124
Dijual Rumah Minimalis Dayana Summarecon Bandung,"Gede Bage, Bandung",2,2,0,1300000000,77,71
Dijual Rumah Minimalis Modern Flora Summarecon Bandung,"Gede Bage, Bandung",3,2,0,1700000000,90,75
Dijual Rumah Luxury Modern Di Xandari Summarecon Bandung,"Gede Bage, Bandung",4,4,0,5000000000,294,223
Dijual Rumah Minimalis Modern Freya Summarecon Bandung,"Gede Bage, Bandung",4,2,0,2250000000,105,97
Dijual Rumah Summarecon,"Gede Bage, Bandung",3,3,1,2500000000,128,148
Di jual sampe deal di Summarecon Rumah 2 lantai clust Amanda,"Gede Bage, Bandung",3,3,1,2950000000,144,157
Rumah Tumbuh minimalis siap huni di Summarecon Bandung,"Gede Bage, Bandung",2,2,1,1700000000,108,62
Lepas Cepat Rumah di Komplek Adipura - Dekat Exit Tol Gedebage &amp; Sumarecon Bandung,"Gede Bage, Bandung",2,2,0,625000000,90,60
Rumah mewah  cluster Amanda tipe premium Summarecon bandung,"Gede Bage, Bandung",3,3,0,2800000000,112,132
Rumah di Summarecon Bandung Cluster Cynthia Siap Huni,"Gede Bage, Bandung",2,2,0,1750000000,105,77
Rumah Minimalis 2lantai Siap Huni Dalam Komplek Sumarecon Bandung,"Gede Bage, Bandung",3,2,0,2800000000,168,124
Rumah Murah Akses Mudah Dekat Desa Buah Batu Non Kpr,"Gede Bage, Bandung",2,1,1,245000000,60,36
Derwati,"Gede Bage, Bandung",4,3,1,1200000000,114,80
Perumahan Terjangkau Lokasi Strategis Dekat Desa Buah Batu,"Gede Bage, Bandung",2,1,1,215000000,50,30
Perumahan Terjangkau Lokasi Strategis Dekat Desa Buah Batu ,"Gede Bage, Bandung",2,1,1,190000000,42,30
Miliki Rumah Impian Anda Dekat Desa Buah Batu Non Kpr,"Gede Bage, Bandung",2,1,1,170000000,35,25
Rumah Murah Modern Dekat Desa Buah Batu Tanpa Kpr Tanpa Ribet,"Gede Bage, Bandung",1,1,1,145000000,30,21
Dijual Rumah Sudah Renovasi Cluster Premium Summarecon Amanda,"Gede Bage, Bandung",4,3,1,3750000000,144,200
Rumah cantik siap huni di komplek Bumi Adipura dekat Summarecon gedebage Bandung,"Gede Bage, Bandung",3,2,0,750000000,60,98
Rumah Siap Huni di Summarecon Cluster Btari Bandung,"Gede Bage, Bandung",4,3,0,4770000000,216,261
Dijual Lelang Rumah Grand Sharon Residence Jalan Plumeria,"Gede Bage, Bandung",2,1,1,456000000,72,45
Dijual Lelang Rumah Bumi Adipura Jalan Cempaka Gedebage,"Gede Bage, Bandung",2,1,1,351000000,72,40
Rumah Baru Cantik Siap Huni Di Summarecon Bandung,"Gede Bage, Bandung",4,4,0,4500000000,180,215
Cepat Rumah Siap Huni Kiara Asri tengah kota Bandung,"Kiaracondong, Bandung",2,1,1,950000000,91,51
"Rumah Mewah Bandung, 7 Mnt Telkom Univeristy 10 Mnt Tol Buahbatu","Kiaracondong, Bandung",2,1,1,235000000,60,36
Jual RUMAH MURAH STRATEGIS DEKAT TOL BUAH BATU,"Kiaracondong, Bandung",2,1,1,285000000,72,50
Rumah di Jalan Soma 2 Lantai Harga 1Man lokasi strategis,"Kiaracondong, Bandung",3,2,1,1450000000,133,100
Rumah murah lokasi sangat strategis,"Kiaracondong, Bandung",2,1,1,23500000,36,60
Dijual Rumah 2 Lantai Di Komplek Kiarasari Asri Kircon Bandung,"Kiaracondong, Bandung",6,3,0,1450000000,120,150
Dijual Rumah Baru 2 Lantai Kiarasari Kircon Bandung Timur,"Kiaracondong, Bandung",3,2,0,970000000,60,70
For Sale Rumah Baru 2 Lantai Kiarasari Kircon Kota Bandung ,"Kiaracondong, Bandung",3,2,0,955000000,60,70
"Rumah Terawat Siap Huni di Kiaracondong Antapani, Bandung","Kiaracondong, Bandung",4,2,2,1800000000,230,278
Dijual Rugi di bawah apraisal Bangunan Pinggir Jalan Ramai ,"Kiaracondong, Bandung",12,7,25,9990000000,753,650
"Rumah 3 Lantai di Bumi Asri Sukapura, Bandung","Kiaracondong, Bandung",8,2,1,1250000000,119,213
Rumah Turun Harga SHM Bagus di Jalan Kiaracondong Bandung Kota,"Kiaracondong, Bandung",4,3,2,1400000000,168,300
Rumah 2 Lantai SHM Bagus di Komplek Kiara Sari Buah Batu Bandung,"Kiaracondong, Bandung",4,3,2,2000000000,178,150
Rumah 2 Lantai Bangunan Baru di Bababkan Sari Kiaracondong,"Kiaracondong, Bandung",4,3,2,1500000000,168,340
Jl Cpt Rmh Kos Kosan Di Kiara Condong Kota Bandung,"Kiaracondong, Bandung",28,6,6,1300000000,258,450
Rumah Dekat Dengan Berbagai Fasilitas di Buah Batu,"Kiaracondong, Bandung",3,2,1,1600000000,89,171
Dijual Rumah Baru Siap Huni Kiara Condong,"Kiaracondong, Bandung",2,1,1,1250000000,112,51
"Rumah 2 Lantai Bagus Unfurnished SHM di Jl Sekejati Parabon, Bandung","Kiaracondong, Bandung",29,12,8,5950000000,735,670
Dijual Rumah Murah Di Kiaracondong Bandung,"Kiaracondong, Bandung",4,1,0,1750000000,163,142
Kost Shm Aktif Murah Dekat Griya Kiaracondong,"Kiaracondong, Bandung",14,14,1,1300000000,214,320
Dijual Rumah Murah Tanah Dan Bangunan Cocok Untuk Home Industri Lokasi Dekat Jalan Raya Kiara Condong Siap Pakai,"Kiaracondong, Bandung",1,2,2,3200000000,495,500
Dijual Cepat Rumah Dan Kios Bisa Usaha Strategis di Babakan Sari,"Kiaracondong, Bandung",2,1,2,2100000000,280,170
"Rumah 2 Lantai Bagus Unfurnished SHM di Jalan Kawaluyaan, Bandung","Kiaracondong, Bandung",4,3,1,900000000,91,125
"Rumah 2 Lantai Bagus di Jl. Cidurian Utara Kawaluyaan , Bandung","Kiaracondong, Bandung",4,3,1,900000000,91,125
Jual rumah dibatas kota dekat dengan STT Telkom dan gerbang tol Buahbatu Bandung ,"Kiaracondong, Bandung",2,1,1,265000000,72,45
Rumah di Komplek Palem Permai,"Kiaracondong, Bandung",3,2,0,2000000000,121,198
Rukost baru Kiaracondong ,"Kiaracondong, Bandung",24,24,0,2000000000,245,462
"Rumah Mainroad, Akses Mobil 2, Area Ramai di Kiaracondong","Kiaracondong, Bandung",4,2,1,1200000000,100,180
"Rumah Bisa Dipakai Untuk Usaha di Kiara Sari Permai, Kiaracondong","Kiaracondong, Bandung",3,3,1,1700000000,109,60
Dijual!! Rumah Kos Kokoh Strategis di Kiaracondong Kawaluyaan,"Kiaracondong, Bandung",7,4,0,650000000,66,120
Rumah Kontrakan Jual Cepat deket Kiara arta park Kiaracondong,"Kiaracondong, Bandung",3,3,0,1200000000,190,130
Rumah Lux di Antapani Kota Bandung area jl. Jakarta dan Antapani,"Kiaracondong, Bandung",6,4,2,7300000000,600,600
Rumah Bagus SHM 2 Lantai di Grand Sharon Soekarno Hatta Bandung,"Kiaracondong, Bandung",3,2,2,2800000000,201,120
Dijual Rumah Bagus Siap Huni Dekat Kiara Artha Park Bandung ,"Kiaracondong, Bandung",3,2,1,1400000000,169,145
Rumah Hook harga murah di Kiaracondong,"Kiaracondong, Bandung",2,1,0,950000000,112,61
Dijual Rumah Luas Siap Huni di Sayap Kiaracondong Antapani Bandung,"Kiaracondong, Bandung",4,2,2,1800000000,230,278
Dijual!! Kosan Aktif Siap Huni Masuk Mobil di Kiaracondong Bandung,"Kiaracondong, Bandung",4,4,0,800000000,70,70
JUAL RUMAH KAWALUYAAN INDAH BANDUNG KOTA,"Kiaracondong, Bandung",4,4,1,1110000000,147,100
"Rumah Full Renov Murah, Bersih & Siap Huni dekat Kiara Artha","Kiaracondong, Bandung",3,2,1,1500000000,169,145
DIJUAL RUMAH ASRI SIAP HUNI BARU RENOV DI KIARASARI BANDUNG,"Kiaracondong, Bandung",5,3,2,1200000000,108,150
Rumah Murah Lokasi Ideal Dekat Kampus Telkom University ,"Kiaracondong, Bandung",1,1,1,145000000,30,21
jual rumah minimalis murah dan bebas banjir dibandung,"Kiaracondong, Bandung",2,1,0,202000000,60,30
Rumah Babakan Sari Kiaracondong Bonus Bisnis Gas dan Paviliun,"Kiaracondong, Bandung",2,1,2,2100000000,280,170
RUMAH TERAWAT DEKAT BORMA KIARA CONDONG KOTA BANDUNG,"Kiaracondong, Bandung",3,2,1,1550000000,180,140
Kiaracondong Rumah Usaha 4 Kios Dan Rumah Tinggal Lokasi Padat Penduduk Siap Usaha Strategis,"Kiaracondong, Bandung",2,1,3,2100000000,280,170
Rumah 2 Lantai di Jalan kawaluyaan SHM Timur,"Kiaracondong, Bandung",4,4,4,3900000000,500,510
Rumah Dua Lantai Babakan Sari Kiara Condong,"Kiaracondong, Bandung",4,1,1,635000000,81,96
"Sayap jalan kiara condong, kotamadya bandung","Kiaracondong, Bandung",4,4,2,8000000000,311,600
"Cluster Bandung, 7 Mnt Ke Telkom University 10 Mnt Tol Buahbatu","Kiaracondong, Bandung",1,1,1,350000000,72,50
Rumah 2 Lantai Bagus Strategis area Kiaracondong,"Kiaracondong, Bandung",3,2,2,4000000000,302,200
Baru twonhouse kiaracondong dekat Kiara arthapark,"Kiaracondong, Bandung",2,2,2,1220000000,100,100
Rumah di Jl batusari dekat kantor desa buah batu SHM,"Kiaracondong, Bandung",1,1,1,175000000,40,22
"Komp. Kawaluyaan Indah, Soekarno hatta, By Pass, Samsat. Rumah Di Bandung Timur, Kota Bandung","Kiaracondong, Bandung",2,2,1,1250000000,162,95
Dijual Rumah Baru Bumi Kiara Kiaracondong,"Kiaracondong, Bandung",3,3,1,1900000000,140,180
Rumah siap huni di Margahayu Raya Bandung ,"Kiaracondong, Bandung",4,3,1,999000000,144,150
"Rmh Bagus, Luas di Komplek Kiara Asri Kiaracondong","Kiaracondong, Bandung",5,4,1,2600000000,220,250
Rumah di Kiaracondong Kota Bandung Bangunan Baru Siap Huni,"Kiaracondong, Bandung",3,2,2,1300000000,108,100
Rumah Minimalis Kiaracondong Bandung,"Kiaracondong, Bandung",3,3,3,5800000000,345,400
Rumah Baru Full Renov Bagus Kiaracondong,"Kiaracondong, Bandung",3,2,1,1500000000,169,145
Dijual Rumah komplek kiara sari ,"Kiaracondong, Bandung",0,0,0,1500000000,135,134
"Rumah Baru Sudah Murah Unfurnished di Kiaracondong, Bandung","Kiaracondong, Bandung",3,2,1,1400000000,169,145
Dijual Rumah Di Kiaracondong Bandung ,"Kiaracondong, Bandung",7,4,0,2800000000,215,350
Dijual Rumah Siap Huni Di Cluster Bali Kiaracondong Bandung,"Kiaracondong, Bandung",0,2,2,1750000000,140,210
Dijual Rumah Sulaksana Baru Residence A.Yani Bandung,"Kiaracondong, Bandung",4,3,0,5000000000,528,368
"Jual Kost Aktif 3 Lantai di Area Kiaracondong, Bandung","Kiaracondong, Bandung",19,13,0,1500000000,120,360
Rumah Siap Huni Cocok Dijadikan Kost di Kiaracondong,"Kiaracondong, Bandung",5,3,2,1700000000,117,270
di Kiara Condong Kiaracondong Siap Huni,"Kiaracondong, Bandung",3,2,1,1590000000,108,100
"Rumah cocok jadi kosan , dekat PRAMA Babakan Ciparay kota bandung","Kiaracondong, Bandung",6,1,1,1780000000,225,220
"For Sale Kost Kostan Full di Sukakarya, Kiaracondong, Bandung","Kiaracondong, Bandung",12,17,1,4200000000,235,350
"For Sale Kost Kostan Full di Sukakarya, Kiaracondong, Bandung","Kiaracondong, Bandung",12,17,1,4200000000,235,350
Rumah Minimalis Komplek Raflesia Kiara Condong Bandung,"Kiaracondong, Bandung",3,2,0,750000000,102,90
Rumah siap huni di kira sari Bandung bisa proses kpr,"Kiaracondong, Bandung",3,3,1,1200000000,120,100
JUAL CEPAT !! RUMAH DAN TEMPAT USAHA DI KIARACONDONG,"Kiaracondong, Bandung",2,1,4,2000000000,280,170
Dijual Rumah 2 Lantai Siap Huni Area Babakan Sari Kiaracondong,"Kiaracondong, Bandung",4,3,1,1500000000,168,300
Cluster rumah hunian keluarga angsuran 1 jt flat KPR tanpa ribet SHM,"Kiaracondong, Bandung",2,1,1,162000000,60,30
Rumah murah dijual di Babakan Sari Kiaracondong ,"Kiaracondong, Bandung",3,2,1,1500000000,169,145
DIJUAL FULLFURNISH RUMAH ASRI 2LANTAI DI KIARASARI ASRI BANDUNG,"Kiaracondong, Bandung",5,4,2,1650000000,130,200
DIJUAL RUMAH ASRI MINIMALIS 2LANTAI SIAP PAKAI DI KIARASARI ASRI,"Kiaracondong, Bandung",5,3,2,1500000000,120,200
Rumah Aman Dan Nyaman Harga Dibawah Pasaran di Kiaracondong,"Kiaracondong, Bandung",8,4,1,2500000000,180,400
Jual Rumah Dan Toko Di Randusari Kiaracondong Bandung,"Kiaracondong, Bandung",3,2,0,1320000000,156,200
Rumah 2 Lantai di Gading Barat Bandung,"Kiaracondong, Bandung",4,2,0,1600000000,130,170
"Kiaracondong Mainroad Dekat Borma Cocok Showroom, Kantor, Usaha","Kiaracondong, Bandung",1,1,0,8500000000,593,300
"Rumah Toko Gudang SHM di Kiaracondong, Bandung","Kiaracondong, Bandung",8,4,30,35000000000,2131,800
Dijual Lelang Rumah Nyaman Minimalis Strategis di Jalan Atlas,"Kiaracondong, Bandung",2,1,1,901000000,95,90
Rumah di kawaluyaan Siap Huni Bandung lingkungan ok,"Kiaracondong, Bandung",3,2,2,1470000000,101,130
Rumah di Babakan Sari Kiara condong kawasan Bandung 2 lantai SHM,"Kiaracondong, Bandung",4,3,0,1850000000,136,176
Rumah Terawat Ahmad Yani Cicadas Bandung,"Kiaracondong, Bandung",4,2,0,1850000000,158,220
Rumah Siap Huni 2 Lantai Area Kiarasari Harga Menarik Jarang Ada,"Kiaracondong, Bandung",4,3,1,9850000000,91,95
Rumah di Budi Sari SHM Bagus Barat,"Kiaracondong, Bandung",5,4,0,8800000000,616,300
Rumah Dan Pavilliun Bisa Untuk Usaha di Kiaracondong Bandung,"Kiaracondong, Bandung",3,2,4,2100000000,280,170
 Rumah Tinggal + 4 Kios + Paviliun di Sayap Kiaracondong,"Kiaracondong, Bandung",3,2,0,1900000000,280,170
Rumah Besar Kota Bandung Siap Huni Terawat Jl Sulaksana,"Kiaracondong, Bandung",5,5,1,5000000000,550,800
Rumah 1 Lantai Plus Paviliun di Kiaracondong Bandung,"Kiaracondong, Bandung",3,2,4,2100000000,280,170
Rumah Bisa Dijadikan Tempat Usaha Lokasi Ramai di Kiaracondong,"Kiaracondong, Bandung",3,1,3,1900000000,160,120
Rumah dan Paviliun 1 Lantai Kiara Condong Bandung,"Kiaracondong, Bandung",2,1,4,2100000000,280,170
Jual Cepat Rumah Kos di Kiaracondong Bandung,"Kiaracondong, Bandung",11,11,1,1850000000,225,200
Rumah Siap Huni Plus Kost an Aktif Di Babakan Sari,"Kiaracondong, Bandung",32,9,0,5500000000,420,350
Rumah 2 Lantai 3 Kamar Tidur Di Kiaracondong Artha Park Bandung,"Kiaracondong, Bandung",3,2,1,1220000000,100,100
Dijual Rumah Tua Mainroad Kiaracondong Hitung Tanah,"Kiaracondong, Bandung",2,2,0,3900000000,234,100
Rumah di Jl batusari dekat kantor desa buah batu SHM,"Kiaracondong, Bandung",1,1,0,175000000,40,22
Rumah Baru Siap Huni Strategis Dekat Rumah Sakit Pindad Bandung,"Kiaracondong, Bandung",2,2,1,1050000000,91,52
Jual Cepat Rumah Minimalis Lux di Kiaracondong Bandung,"Kiaracondong, Bandung",4,3,1,1650000000,168,320
Rumah Dua Kamar Murah Di Kabupaten Bandung,"Kiaracondong, Bandung",2,0,1,165000000,60,36
Rumah Strategis Sayap Kiara Condong Kota Bandung,"Kiaracondong, Bandung",4,2,1,1600000000,109,140
"Dijual Rumah 2 Lantai di Sayap Kiaracondong, Bandung","Kiaracondong, Bandung",0,0,0,1750000000,163,142
Perumahan Terjangkau Dekat Stt Telkom Dan Podomoro Non Kpr,"Kiaracondong, Bandung",1,1,1,135000000,30,21
Promo Rumah Dekat Majid Al Jabar Cicilan Tanpa Kpr Free SHM,"Kiaracondong, Bandung",2,1,1,235000000,60,36
Rumah Bebas Banjir di Jatihandap Cicaheum View Kota Bandung,"Kiaracondong, Bandung",2,1,0,430000000,105,36
 Rumah Siap Huni Daerah Kircon Dekat Kiara Park Bandung ,"Kiaracondong, Bandung",2,3,3,2200000000,264,264
Dijual Kostan 2 Lantai di Jl Bbk Sari Kiaracondong Bandung ,"Kiaracondong, Bandung",14,14,1,1400000000,214,350
 Harga Spesial Jarang Ada Jual Rumah Sulaksana Baru ,"Kiaracondong, Bandung",6,5,0,7000000000,680,380
Rumah di komplek gading regensi Bandung timur ,"Kiaracondong, Bandung",4,2,2,2500000000,279,290
Rumah jl H sumarni,"Kiaracondong, Bandung",4,5,1,1900000000,202,150
Rumah Kos Kiaracondong Sayap Antapani Dekat Stasiun Kereta Api,"Kiaracondong, Bandung",16,4,2,4500000000,299,158
4 Rumah Strategis Ex Garmen di Sayap Kiaracondong,"Kiaracondong, Bandung",2,6,0,7500000000,1014,750
Rumah 2 lantai di Jln Kiara Utara SHM nego DIJUAL CEPAT,"Kiaracondong, Bandung",3,2,1,2000000000,170,200
Kost Berikut Ruko Strategis Dekat Ke Unibi di Kiaracondong,"Kiaracondong, Bandung",6,3,0,1350000000,70,140
Rumah Kost-Kostan Sangat Strategis di Kiaracondong,"Kiaracondong, Bandung",24,24,0,2100000000,245,462
Dijual Rumah Kost di Kiaracondong Bandung,"Kiaracondong, Bandung",8,8,4,1250000000,86,180
Rumah Strategis Sulaksana Kiaracondong Bandung,"Kiaracondong, Bandung",6,5,1,7000000000,680,380
